ShnatBakasha,latitude,longitude,years_to_be_approved,is_real
2010.5180904691547,32.029981099529884,34.77720252306168,3.0,False
2019.4018490342885,32.805853041906296,34.97444925609768,2.0,False
2015.9449765537145,32.007826983046286,34.77508987485823,4.0,False
2012.107804152955,32.09345510303515,34.76557734856182,2.0,False
2014.9591942082811,31.96128968774265,34.64997531016137,7.0,False
2014.0608255615182,32.079560784129136,34.83005073287301,4.0,False
2015.9611723317016,31.943374206382387,34.78540062986158,4.0,False
2016.9816286656253,32.81938143761024,35.067297844515785,1.0,False
2017.028259543585,32.79712958693938,34.998598591519055,2.0,False
2016.0285563738403,31.774081041930376,35.07881199811829,2.0,False
2015.9663118333422,32.36920421158708,34.8475119217205,2.0,False
2019.0826052201717,31.761143204868212,35.08834789489585,2.0,False
2014.988352312202,32.06308302363401,34.77392302708511,4.0,False
2011.924416369145,32.072152401126104,34.96383903445669,2.0,False
2017.0447329934118,32.82527845610137,34.99209427862032,1.0,False
2019.2289921743507,32.77188617129075,34.96625880221329,1.0,False
2016.008838502887,32.82096276440144,34.79235192290589,2.0,False
2016.98214795573,32.84843631621609,34.63619681079342,1.0,False
2013.991628722877,32.086900402270004,34.81895829102285,2.0,False
2012.9070945559847,32.19364604373609,34.80667062401202,2.0,False
2015.059347705937,31.969279391991154,34.7809959122982,4.0,False
2016.031529766295,32.0501882969874,34.81225004117818,4.0,False
2016.0789527364816,31.77380672144846,34.863510710689376,2.0,False
2013.974610356568,32.174454310699254,34.87103705558599,1.0,False
2010.5763282806017,31.980046785554162,34.77187081196196,2.0,False
2013.973770563948,32.157009012744346,35.071918441441596,1.0,False
2012.0702008515389,32.31611121056464,34.79683318745797,3.0,False
2012.1314088212366,32.07001349021515,34.875046650924794,2.0,False
2015.979943712078,32.07849832792457,34.80224048579207,5.0,False
2012.9819871158143,32.08469517631373,34.82060214305634,2.0,False
2010.7016716197145,32.07585658079049,34.81042667650479,2.0,False
2016.0120208884182,32.821288955240526,34.819358242648555,4.0,False
2018.7785286250432,31.78575496637838,35.210052077699245,2.0,False
2014.0185150331135,32.07323822263643,34.877787091171854,1.0,False
2012.9522867399621,32.069678795977744,34.80880875231373,6.0,False
2014.9959339765937,33.032499484498324,34.8285377573114,9.0,False
2012.9709639899138,32.074575796528585,34.832383913565636,-0.0,False
2014.9518618421164,32.00473439487327,34.77198215127037,2.0,False
2013.0255480255962,31.979704554845714,34.86069167774161,3.0,False
2010.7333917668357,31.976645430984245,35.18822492431454,2.0,False
2011.98927618217,32.034279215533786,34.774479671233294,2.0,False
2010.3545342190332,32.06499933265808,34.83265590241397,1.0,False
2018.0991871444924,32.808641861500966,35.08070604542298,1.0,False
2017.908271349593,31.985822367598093,34.77830061228177,2.0,False
2010.9308072657582,31.979548145966387,34.89770738599869,4.0,False
2012.954790568371,32.822469696267504,34.844100905668725,2.0,False
2013.9778252978099,32.07233233135123,34.76207092182399,4.0,False
2013.995505645506,32.06995987369697,34.8394682446363,5.0,False
2013.9285110014314,32.066488066214376,34.95384296089185,1.0,False
2014.9609671924911,31.77683528638742,35.16012603009087,2.0,False
2014.0423205477446,32.07783047895147,34.77806874016134,4.0,False
2019.7255407015782,32.17322005828158,34.88811262765322,2.0,False
2015.9694163464483,32.00139278729178,34.75201215891939,6.0,False
2016.116696257389,32.072603797062456,34.776355855642,2.0,False
2019.6475876920572,32.77553221630209,35.181736962407754,2.0,False
2018.9081862320843,32.08081884840823,34.88588539261323,1.0,False
2012.910770830969,31.96372350102529,34.79636185228863,4.0,False
2014.0549150939291,32.08548147975586,34.81902089925902,5.0,False
2013.1066443953925,32.19377301994308,35.079209577238586,1.0,False
2012.8823753327313,32.07980017000312,34.792204544338,5.0,False
2015.9617546359548,32.81358038159726,34.98635184806307,9.0,False
2014.0183267329442,32.07345897219422,34.80899033255657,1.0,False
2015.9779920966919,32.140792406353754,35.21621348097042,2.0,False
2015.9855184027765,32.37114404558032,34.984616734862804,1.0,False
2015.009281927418,32.07881883265667,34.76951166712818,3.0,False
2007.761292849392,32.07630936527511,34.773177592551356,2.0,False
2011.9245495016369,33.05973367757456,34.77230955108571,1.0,False
2015.9810613225711,31.92398691188009,34.76567192360094,4.0,False
2014.0174384460406,32.061386235545015,34.81216011924679,5.0,False
2019.5063888790285,32.003212762558945,34.81484389021204,2.0,False
2015.9693873381145,31.916922873117006,35.17854357667178,2.0,False
2014.9527933464012,31.806518438030963,34.86062277222921,1.0,False
2017.9851850741616,32.09342837044607,34.82145147065413,5.0,False
2010.3517121333969,32.07044972308061,34.86500525760516,2.0,False
2016.947481982676,31.97192460440325,34.80585586471404,2.0,False
2014.9729715507142,32.189281964918,35.187860185888674,2.0,False
2012.0374540864132,32.07531811365965,34.81538543149011,1.0,False
2019.1617719689425,32.82665996865871,35.169933522667556,1.0,False
2014.0295144738534,32.8352684885474,34.87368820066556,1.0,False
2014.0576166178616,32.068171504771186,34.826752016534336,5.0,False
2013.0059315150022,32.073056765932876,34.87895569807877,1.0,False
2017.025333602669,32.03161384490119,34.97803797226159,1.0,False
2010.523844411765,32.07435716908377,34.82089654837819,2.0,False
2010.6512189368086,31.993183958028666,34.77652313687608,6.0,False
2010.6980869188494,32.1722175209336,34.82386256746482,2.0,False
2014.0052373479848,32.080930878588504,34.82627055988654,4.0,False
2013.963039469184,32.112366808761514,34.8781548443585,4.0,False
2014.9182862229372,32.83198969325423,34.97483437734702,1.0,False
2016.9600532330696,32.813028179312326,35.08777888137673,2.0,False
2016.059524815985,32.406845591386144,34.65309730385067,1.0,False
2011.9770419943213,32.08169791539038,34.77604177917331,9.0,False
2015.040750697703,32.081563795790814,34.87376555154377,6.0,False
2015.0504926166814,32.03389134214407,34.78528106177359,2.0,False
2015.0110602673371,32.040085040925845,34.78267604094123,2.0,False
2016.0079191277987,32.0865771255847,34.881712802165985,7.0,False
2015.9869282609523,32.09400835527337,35.218262390844586,1.0,False
2016.9723312918443,32.054799943984065,34.897587861178884,2.0,False
2014.9359729771286,31.76418602180978,35.20162992605733,2.0,False
2016.0001966005645,32.06962998402678,34.875483998984734,7.0,False
2016.07565953728,32.281263747975736,34.8576778477599,1.0,False
2012.037151218356,32.0807776482385,34.83269025510336,2.0,False
2015.0117686993372,32.343374871001345,34.78316223286068,2.0,False
2014.990319380496,32.88691203644881,34.62723973092979,1.0,False
2013.0819457521623,32.05890074173027,34.806888967238,1.0,False
2015.0243453576552,31.902067194722438,34.76802516971021,4.0,False
2019.3113279134543,32.143471960215926,35.215119904001995,2.0,False
2016.96260425705,32.821163002924514,34.81982208068674,2.0,False
2014.050231321713,32.16626693323128,34.83563419655951,2.0,False
2012.0604835732745,32.14211592890288,34.787820076496665,2.0,False
2019.6132540917104,32.071313419710044,34.83457106052961,2.0,False
2010.4484817202497,32.166970475859976,34.842612118724404,2.0,False
2012.9330001611831,32.864784246240056,34.977384034905576,1.0,False
2015.9651681665891,32.06108651139232,34.82164676819783,6.0,False
2015.055437316147,32.02398948325522,34.88824178483615,1.0,False
2016.0067162618277,32.15587339818218,34.82646386012326,3.0,False
2010.3720554104773,31.994737909257143,34.87410833833056,-0.0,False
2015.9509270401884,31.91988902159199,34.7737391057964,2.0,False
2014.9584039857089,31.758464849717754,34.956808536303306,2.0,False
2014.9842571462857,32.16522443117575,34.88333430927432,2.0,False
2010.7230669838925,32.06382327181268,34.78448769715961,6.0,False
2014.0172322062988,32.08938591045247,34.82687898348403,4.0,False
2015.9533399974464,32.17944654654747,34.86690810630423,2.0,False
2010.8402889246431,32.15050778312144,34.76689821544666,3.0,False
2010.4585858789742,32.07196220630404,35.186520080050904,2.0,False
2013.029241998774,32.071674190889354,34.86833651904958,3.0,False
2018.9784349677811,32.825079028634526,34.97725339386634,2.0,False
2019.2052856683383,32.80831975240091,34.969622345701836,5.0,False
2015.987606934936,32.08779075486065,34.89354982268068,1.0,False
2014.9619290399905,32.07133952395062,34.76939931938512,4.0,False
2012.9542026633633,31.92756990706017,34.74635977031325,4.0,False
2018.957724098676,32.16294212373907,34.8704217836196,1.0,False
2012.9348927558597,32.79200496239369,34.965501313733355,3.0,False
2014.9712495059212,32.846441610523634,34.898735038235316,1.0,False
2009.4061134099716,32.08785855615477,35.09336712135583,4.0,False
2015.883801231874,32.17578023845022,35.07562048972188,1.0,False
2014.9485260869803,31.99387782374971,34.77507879385108,3.0,False
2013.078659479578,32.08325202646282,34.879004121773406,4.0,False
2015.0038282864637,32.09240964510639,34.83323046488577,2.0,False
2014.9587810700189,31.78950621801886,34.89834368694679,2.0,False
2008.0145194630882,32.184783819918685,34.80867717402549,1.0,False
2014.8998295668314,31.766942518428483,35.04867488193456,2.0,False
2014.9955500714193,32.8242508122778,35.06328683807576,2.0,False
2013.9790711742114,31.981559970757445,34.64632632466331,2.0,False
2011.9492934456116,32.07423363298988,34.80773104146116,1.0,False
2015.9549642576476,32.06937669754676,34.789247477172125,3.0,False
2010.766305206068,32.075756385544736,34.87926407119862,4.0,False
2018.6487084803255,32.817502125109286,34.983329776334195,1.0,False
2013.0338838472485,32.017511310290324,34.7783018417714,3.0,False
2015.93344929728,32.03635808596449,34.76948350042423,4.0,False
2015.9530573631241,31.904072219874937,35.48032995095847,-0.0,False
2014.9555760350618,32.097006379362384,35.05882692556844,4.0,False
2014.932422811952,32.82153244336036,35.16739743914513,1.0,False
2016.0305825367439,32.094107692765945,34.903956945579196,1.0,False
2020.0489177053305,32.81440140139349,34.97679266267314,1.0,False
2016.9756745174393,32.16092270522774,34.98661655679153,2.0,False
2015.0593209569142,31.93876890316756,34.787909666466,3.0,False
2014.0104693932515,32.06273903539424,34.807573698401654,1.0,False
2010.4558127066614,32.18234956872621,34.83008046927054,4.0,False
2014.973608846029,31.781417992112264,35.09269939426121,1.0,False
2015.949601161254,31.785202306081448,34.63645427815457,7.0,False
2010.5544741909896,32.8167862915112,34.866841343925884,1.0,False
2014.9463869160982,31.761096302365566,34.787944374621105,2.0,False
2014.8531688913647,31.795106621650877,34.75839472955892,3.0,False
2017.7814290162355,32.16542500030785,34.76298210992814,2.0,False
2019.3546794730773,32.795758011023324,35.19145999178857,2.0,False
2010.4887769572197,31.80996966673181,34.787163036881275,2.0,False
2010.4966299260911,32.08024818979094,34.756348119401466,3.0,False
2014.9108898971158,31.95638460557039,34.779520108526036,3.0,False
2017.8564397789012,32.06517402378218,34.847425565370756,3.0,False
2015.062165849013,32.077818186764105,34.82423578249529,5.0,False
2015.0060212252586,32.08363728551364,35.175241486731956,1.0,False
2014.9593002596475,31.956255544820145,34.762515756296416,3.0,False
2019.4025437140494,32.82715938109369,35.08785572503727,1.0,False
2012.9953996422003,32.078114974991934,34.888178019648834,2.0,False
2015.9446571790718,32.012594745669006,34.66122375778959,3.0,False
